RK,NAME,TEAM,POS,WK,OPP,RUSHING_ATT,RUSHING_YDS,RUSHING_AVG,RUSHING_TD,RECEIVING_TGTS,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TD,FUMBLES,FUMBLES_LOST,FPTS
42,Isiah Pacheco,KC,RB,1,LAC,5,25,5.0,0,3,2,3,0,0,0,4.8
43,Brian Robinson Jr.,SF,RB,1,SEA,9,33,3.7,0,2,1,4,0,0,0,4.7
44,Rhamondre Stevenson,NE,RB,1,LV,7,15,2.1,0,3,2,12,0,0,0,4.7
45,Kareem Hunt,KC,RB,1,LAC,5,16,3.2,0,3,2,10,0,0,0,4.6
46,DJ Giddens,IND,RB,1,MIA,12,41,3.4,0,0,0,0,0,0,0,4.1
47,Miles Sanders,DAL,RB,1,PHI,4,53,13.2,0,1,1,-3,0,1,1,4.0
48,Tyler Badie,DEN,RB,1,TEN,0,0,,0,6,2,16,0,0,0,3.6
49,Rico Dowdle,CAR,RB,1,JAX,3,12,4.0,0,3,2,4,0,0,0,3.6
50,Cam Skattebo,NYG,RB,1,WAS,2,-3,-1.5,0,2,2,12,0,0,0,2.9
51,Dare Ogunbowale,HOU,RB,1,LAR,2,9,4.5,0,2,2,17,0,1,1,2.6
52,Samaje Perine,CIN,RB,1,CLE,0,0,,0,2,2,6,0,0,0,2.6
53,Will Shipley,PHI,RB,1,DAL,3,26,8.7,0,0,0,0,0,0,0,2.6
54,Rachaad White,TB,RB,1,ATL,2,14,7.0,0,1,1,2,0,0,0,2.6
55,Blake Corum,LAR,RB,1,HOU,1,2,2.0,0,1,1,14,0,0,0,2.6
56,Jeremy McNichols,WAS,RB,1,NYG,4,25,6.2,0,0,0,0,0,0,0,2.5
57,Ty Johnson,BUF,RB,1,BAL,2,24,12.0,0,2,0,0,0,0,0,2.4
58,Tyler Allgeier,ATL,RB,1,TB,10,24,2.4,0,0,0,0,0,0,0,2.4
59,Kendre Miller,NO,RB,1,ARI,5,24,4.8,0,0,0,0,0,0,0,2.4
60,LeQuint Allen Jr.,JAX,RB,1,CAR,1,7,7.0,0,1,1,4,0,0,0,2.1
61,Kyle Monangai,CHI,RB,1,MIN,0,0,,0,1,1,11,0,0,0,2.1
62,Najee Harris,LAC,RB,1,KC,1,5,5.0,0,1,1,5,0,0,0,2.0
63,Isaiah Davis,NYJ,RB,1,PIT,2,18,9.0,0,0,0,0,0,0,0,1.8
64,Jerome Ford,CLE,RB,1,CIN,6,8,1.3,0,1,1,-3,0,0,0,1.5
65,Adam Prentice,DEN,FB,1,TEN,0,0,,0,1,1,4,0,0,0,1.4
66,Chris Brooks,GB,RB,1,DET,1,1,1.0,0,1,1,2,0,0,0,1.3
67,Ollie Gordon II,MIA,RB,1,IND,2,4,2.0,0,1,1,-1,0,0,0,1.3
68,Tank Bigsby,JAX,RB,1,CAR,5,12,2.4,0,0,0,0,0,0,0,1.2
69,Alec Ingold,MIA,FB,1,IND,0,0,,0,2,1,1,0,0,0,1.1
70,Re'Mahn Davis,BUF,RB,1,BAL,1,2,2.0,0,1,1,-1,0,0,0,1.1
71,Ray Davis,BUF,RB,1,BAL,1,2,2.0,0,1,1,-1,0,0,0,1.1
72,Bhayshul Tuten,JAX,RB,1,CAR,3,11,3.7,0,0,0,0,0,0,0,1.1
73,A.J. Dillon,PHI,RB,1,DAL,3,10,3.3,0,0,0,0,0,0,0,1.0
74,Devin Singletary,NYG,RB,1,WAS,3,9,3.0,0,0,0,0,0,0,0,0.9
75,Devin Neal,NO,RB,1,ARI,2,9,4.5,0,0,0,0,0,0,0,0.9
76,Zamir White,LV,RB,1,NE,3,8,2.7,0,0,0,0,0,0,0,0.8
77,Rasheen Ali,BAL,RB,1,BUF,1,5,5.0,0,0,0,0,0,0,0,0.5
78,Dameon Pierce,HOU,RB,1,LAR,3,5,1.7,0,1,0,0,0,0,0,0.5
79,Trevor Etienne,CAR,RB,1,JAX,1,4,4.0,0,0,0,0,0,0,0,0.4
80,Emanuel Wilson,GB,RB,1,DET,1,4,4.0,0,0,0,0,0,0,0,0.4
81,Woody Marks,HOU,RB,1,LAR,3,3,1.0,0,0,0,0,0,0,0,0.3
82,Antonio Gibson,NE,RB,1,LV,1,3,3.0,0,1,0,0,0,0,0,0.3
83,Sean Tucker,TB,RB,1,ATL,1,2,2.0,0,0,0,0,0,0,0,0.2
84,Julius Chestnut,TEN,RB,1,DEN,2,2,1.0,0,0,0,0,0,0,0,0.2
85,George Holani,SEA,RB,1,SF,0,0,,0,0,0,0,0,0,0,0.0
86,Brady Russell,SEA,FB,1,SF,0,0,,0,0,0,0,0,0,0,0.0
87,Andrew Beck,NYJ,FB,1,PIT,0,0,,0,0,0,0,0,0,0,0.0
88,Robbie Ouzts,SEA,FB,1,SF,0,0,,0,0,0,0,0,0,0,0.0
89,Ty Chandler,MIN,RB,1,CHI,0,0,,0,0,0,0,0,0,0,0.0
90,Tahj Brooks,CIN,RB,1,CLE,0,0,,0,0,0,0,0,0,0,0.0
91,Reggie Gilliam,BUF,FB,1,BAL,0,0,,0,0,0,0,0,0,0,0.0
92,Ben VanSumeren,PHI,FB,1,DAL,0,0,,0,0,0,0,0,0,0,0.0
93,Hunter Luepke,DAL,RB,1,PHI,0,0,,0,0,0,0,0,0,0,0.0
94,Dylan Laube,LV,RB,1,NE,0,0,,0,0,0,0,0,0,0,0.0
95,Craig Reynolds,DET,RB,1,GB,0,0,,0,0,0,0,0,0,0,0.0
96,Jacob Saylors,DET,RB,1,GB,0,0,,0,0,0,0,0,0,0,0.0
97,Brashard Smith,KC,RB,1,LAC,0,0,,0,0,0,0,0,0,0,0.0
98,Hassan Haskins,LAC,RB,1,KC,0,0,,0,0,0,0,0,0,0,0.0
99,Scott Matlock,LAC,FB,1,KC,0,0,,0,0,0,0,0,0,0,0.0
100,Carlos Washington Jr.,ATL,RB,1,TB,0,0,,0,0,0,0,0,0,0,0.0
1,Jonathan Taylor,IND,RB,2,DEN,25,165,6.6,0,2,2,50,1,0,0,29.5
2,James Cook,BUF,RB,2,NYJ,21,132,6.3,2,1,1,3,0,1,0,26.5
3,De'Von Achane,MIA,RB,2,NE,11,30,2.7,0,10,8,92,1,0,0,26.2
4,Javonte Williams,DAL,RB,2,NYG,18,97,5.4,1,7,6,33,0,0,0,25.0
5,Christian McCaffrey,SF,RB,2,NO,13,55,4.2,0,7,6,52,1,0,0,22.7
6,Rhamondre Stevenson,NE,RB,2,MIA,11,54,4.9,0,5,5,88,0,0,0,21.2
7,Bijan Robinson,ATL,RB,2,MIN,22,143,6.5,0,5,3,25,0,0,0,19.8
8,Jahmyr Gibbs,DET,RB,2,CHI,12,94,7.8,1,3,3,10,0,0,0,19.4
9,Kenneth Walker III,SEA,RB,2,PIT,13,105,8.1,1,1,1,13,0,0,0,18.8
10,Chuba Hubbard,CAR,RB,2,ARI,10,38,3.8,0,6,5,39,1,0,0,18.7
11,Bucky Irving,TB,RB,2,HOU,17,71,4.2,0,6,6,50,0,0,0,18.1
12,Jaylen Warren,PIT,RB,2,SEA,14,48,3.4,0,4,4,86,0,0,0,17.4
13,Saquon Barkley,PHI,RB,2,KC,22,88,4.0,1,2,2,6,0,0,0,17.4
14,Travis Etienne Jr.,JAX,RB,2,CIN,14,71,5.1,0,3,2,18,1,0,0,16.9
15,Alvin Kamara,NO,RB,2,SF,21,99,4.7,0,6,6,21,0,1,1,16.0
16,J.K. Dobbins,DEN,RB,2,IND,14,76,5.4,1,2,1,9,0,0,0,15.5
17,Bhayshul Tuten,JAX,RB,2,CIN,8,42,5.2,0,2,2,32,1,0,0,15.4
18,Nick Chubb,HOU,RB,2,TB,12,43,3.6,1,2,2,29,0,0,0,15.2
19,Tyler Allgeier,ATL,RB,2,MIN,16,76,4.8,1,1,1,4,0,0,0,15.0
20,Rachaad White,TB,RB,2,HOU,10,65,6.5,1,2,2,1,0,0,0,14.6
21,Josh Jacobs,GB,RB,2,WAS,23,84,3.7,1,0,0,0,0,0,0,14.4
22,D'Andre Swift,CHI,RB,2,DET,12,63,5.2,1,3,3,6,0,1,1,13.9
23,Cam Skattebo,NYG,RB,2,DAL,11,45,4.1,1,3,2,14,0,0,0,13.9
24,David Montgomery,DET,RB,2,CHI,11,57,5.2,1,1,1,4,0,0,0,13.1
25,James Conner,ARI,RB,2,CAR,11,34,3.1,1,1,1,18,0,0,0,12.2
26,Dylan Sampson,CLE,RB,2,BAL,4,6,1.5,0,3,3,13,1,0,0,10.9
27,Blake Corum,LAR,RB,2,TEN,5,44,8.8,1,0,0,0,0,0,0,10.4
28,Jerome Ford,CLE,RB,2,BAL,6,31,5.2,0,6,5,23,0,1,0,10.4
29,Quinshon Judkins,CLE,RB,2,BAL,10,61,6.1,0,3,3,10,0,0,0,10.1
30,Kyren Williams,LAR,RB,2,TEN,17,66,3.9,0,2,2,14,0,0,0,10.0
31,Miles Sanders,DAL,RB,2,NYG,5,15,3.0,1,2,2,4,0,0,0,9.9
32,Tony Pollard,TEN,RB,2,LAR,20,92,4.6,0,1,0,0,0,0,0,9.2
33,Tyrone Tracy Jr.,NYG,RB,2,DAL,5,15,3.0,0,5,4,36,0,0,0,9.1
34,Chase Brown,CIN,RB,2,JAX,16,47,2.9,0,3,2,18,0,0,0,8.5
35,Trey Benson,ARI,RB,2,CAR,3,14,4.7,0,6,4,30,0,0,0,8.4
36,Ashton Jeanty,LV,RB,2,LAC,11,43,3.9,0,4,3,1,0,0,0,7.4
37,Najee Harris,LAC,RB,2,LV,8,28,3.5,0,2,2,20,0,0,0,6.8
38,Kenneth Gainwell,PIT,RB,2,SEA,5,20,4.0,0,5,3,16,0,0,0,6.6
39,Woody Marks,HOU,RB,2,TB,3,14,4.7,0,1,1,37,0,0,0,6.1
40,TreVeyon Henderson,NE,RB,2,MIA,3,10,3.3,0,2,2,30,0,0,0,6.0
41,Breece Hall,NYJ,RB,2,BUF,10,29,2.9,0,3,2,9,0,0,0,5.8
42,Jordan Mason,MIN,RB,2,ATL,9,30,3.3,0,3,2,8,0,0,0,5.8
43,Chris Brooks,GB,RB,2,WAS,0,0,,0,4,3,27,0,0,0,5.7
44,Justice Hill,BAL,RB,2,CLE,3,7,2.3,0,3,3,18,0,0,0,5.5
45,Kyle Monangai,CHI,RB,2,DET,7,28,4.0,0,3,1,8,0,0,0,4.6
46,Austin Ekeler,WAS,RB,2,GB,8,17,2.1,0,4,2,7,0,0,0,4.4
47,Kareem Hunt,KC,RB,2,PHI,8,31,3.9,0,1,1,3,0,1,0,4.4
48,Tyler Badie,DEN,RB,2,IND,1,3,3.0,0,2,2,19,0,0,0,4.2
49,Isiah Pacheco,KC,RB,2,PHI,10,22,2.2,0,2,1,7,0,0,0,3.9
50,Antonio Gibson,NE,RB,2,MIA,5,27,5.4,0,1,1,1,0,1,0,3.8
51,Dylan Laube,LV,RB,2,LAC,0,0,,0,2,2,17,0,0,0,3.7
52,Omarion Hampton,LAC,RB,2,LV,8,24,3.0,0,2,1,1,0,0,0,3.5
53,RJ Harvey,DEN,RB,2,IND,5,8,1.6,0,2,1,16,0,0,0,3.4
54,Alec Ingold,MIA,FB,2,NE,0,0,,0,2,2,13,0,0,0,3.3
55,Zamir White,LV,RB,2,LAC,2,-2,-1.0,0,3,2,15,0,0,0,3.3
56,Brian Robinson Jr.,SF,RB,2,NO,6,20,3.3,0,1,1,-1,0,0,0,2.9
57,Rico Dowdle,CAR,RB,2,ARI,6,9,1.5,0,1,1,10,0,0,0,2.9
58,Ray Davis,BUF,RB,2,NYJ,9,24,2.7,0,0,0,0,0,0,0,2.4
59,Ollie Gordon II,MIA,RB,2,NE,1,8,8.0,0,1,1,5,0,0,0,2.3
60,Derrick Henry,BAL,RB,2,CLE,11,23,2.1,0,0,0,0,0,1,0,2.3
61,Aaron Jones Sr.,MIN,RB,2,ATL,5,23,4.6,0,1,0,0,0,0,0,2.3
62,Kendre Miller,NO,RB,2,SF,5,8,1.6,0,1,1,2,0,0,0,2.0
63,A.J. Dillon,PHI,RB,2,KC,3,19,6.3,0,0,0,0,0,0,0,1.9
64,Jacory Croskey-Merritt,WAS,RB,2,GB,4,17,4.2,0,1,0,0,0,0,0,1.7
65,Isaiah Davis,NYJ,RB,2,BUF,0,0,,0,3,1,6,0,0,0,1.6
66,Kyle Juszczyk,SF,FB,2,NO,0,0,,0,1,1,5,0,0,0,1.5
67,LeQuint Allen Jr.,JAX,RB,2,CIN,2,13,6.5,0,0,0,0,0,0,0,1.3
68,Trevor Etienne,CAR,RB,2,ARI,0,0,,0,1,1,2,0,0,0,1.2
69,Braelon Allen,NYJ,RB,2,BUF,2,11,5.5,0,1,0,0,0,0,0,1.1
70,Devin Singletary,NYG,RB,2,DAL,1,4,4.0,0,1,1,-4,0,0,0,1.0
71,Zach Charbonnet,SEA,RB,2,PIT,15,10,0.7,0,0,0,0,0,0,0,1.0
72,Ty Johnson,BUF,RB,2,NYJ,2,6,3.0,0,1,0,0,0,0,0,0.6
73,Craig Reynolds,DET,RB,2,CHI,3,4,1.3,0,0,0,0,0,0,0,0.4
74,Brashard Smith,KC,RB,2,PHI,1,2,2.0,0,1,0,0,0,0,0,0.2
75,Kaleb Johnson,PIT,RB,2,SEA,1,1,1.0,0,0,0,0,0,1,0,0.1
76,Bam Knight,ARI,RB,2,CAR,0,0,,0,0,0,0,0,0,0,0.0
77,Isaac Guerendo,SF,RB,2,NO,0,0,,0,0,0,0,0,0,0,0.0
78,Emari Demercado,ARI,RB,2,CAR,0,0,,0,0,0,0,0,0,0,0.0
79,Hunter Luepke,DAL,RB,2,NYG,0,0,,0,0,0,0,0,0,0,0.0
80,Sean Tucker,TB,RB,2,HOU,0,0,,0,0,0,0,0,0,0,0.0
81,Jakob Johnson,HOU,FB,2,TB,0,0,,0,0,0,0,0,0,0,0.0
82,Zavier Scott,MIN,RB,2,ATL,0,0,,0,0,0,0,0,0,0,0.0
83,British Brooks,HOU,RB,2,TB,0,0,,0,0,0,0,0,0,0,0.0
84,Nathan Carter,ATL,RB,2,MIN,0,0,,0,0,0,0,0,0,0,0.0
85,Dare Ogunbowale,HOU,RB,2,TB,0,0,,0,0,0,0,0,0,0,0.0
86,Adam Prentice,DEN,FB,2,IND,0,0,,0,0,0,0,0,0,0,0.0
87,Reggie Gilliam,BUF,FB,2,NYJ,0,0,,0,0,0,0,0,0,0,0.0
88,DJ Giddens,IND,RB,2,DEN,0,0,,0,1,0,0,0,0,0,0.0
89,Jarquez Hunter,LAR,RB,2,TEN,0,0,,0,0,0,0,0,0,0,0.0
90,Andrew Beck,NYJ,FB,2,BUF,0,0,,0,0,0,0,0,0,0,0.0
91,Julius Chestnut,TEN,RB,2,LAR,0,0,,0,0,0,0,0,0,0,0.0
92,Emanuel Wilson,GB,RB,2,WAS,0,0,,0,0,0,0,0,0,0,0.0
93,Jordan Mims,TEN,RB,2,LAR,0,0,,0,0,0,0,0,0,0,0.0
94,Hassan Haskins,LAC,RB,2,LV,0,0,,0,0,0,0,0,0,0,0.0
95,Scott Matlock,LAC,FB,2,LV,0,0,,0,0,0,0,0,0,0,0.0
96,Jeremy McNichols,WAS,RB,2,GB,0,0,,0,0,0,0,0,0,0,0.0
97,Tank Bigsby,PHI,RB,2,KC,0,0,,0,0,0,0,0,0,0,0.0
98,Jack Westover,NE,FB,2,MIA,0,0,,0,0,0,0,0,0,0,0.0
99,Tahj Brooks,CIN,RB,2,JAX,0,0,,0,0,0,0,0,0,0,0.0
100,Samaje Perine,CIN,RB,2,JAX,0,0,,0,0,0,0,0,1,0,0.0
1,Jonathan Taylor,IND,RB,3,TEN,17,102,6.0,3,4,3,16,0,0,0,32.8
2,Omarion Hampton,LAC,RB,3,DEN,19,70,3.7,1,7,6,59,0,1,0,24.9
3,Cam Skattebo,NYG,RB,3,KC,10,60,6.0,1,8,6,61,0,0,0,24.1
4,Christian McCaffrey,SF,RB,3,ARI,17,52,3.1,0,15,10,88,0,0,0,24.0
5,Jordan Mason,MIN,RB,3,CIN,16,116,7.2,2,0,0,0,0,0,0,23.6
6,James Cook,BUF,RB,3,MIA,19,108,5.7,1,3,3,10,0,0,0,20.8
7,Kyren Williams,LAR,RB,3,PHI,20,94,4.7,0,3,2,18,1,0,0,19.2
8,Kenneth Walker III,SEA,RB,3,NO,16,38,2.4,2,1,1,12,0,0,0,18.0
9,Quinshon Judkins,CLE,RB,3,GB,18,94,5.2,1,2,1,1,0,0,0,16.5
10,Bijan Robinson,ATL,RB,3,CAR,13,72,5.5,0,6,5,39,0,0,0,16.1
11,De'Von Achane,MIA,RB,3,BUF,12,62,5.2,0,9,7,29,0,0,0,16.1
12,J.K. Dobbins,DEN,RB,3,LAC,11,83,7.5,1,2,1,0,0,0,0,15.3
13,Bucky Irving,TB,RB,3,NYJ,25,66,2.6,0,4,4,33,0,0,0,13.9
14,Tony Pollard,TEN,RB,3,IND,16,45,2.8,1,4,2,14,0,0,0,13.9
15,Jeremy McNichols,WAS,RB,3,LV,4,78,19.5,1,0,0,0,0,0,0,13.8
16,Jaylen Warren,PIT,RB,3,NE,18,47,2.6,0,6,5,34,0,0,0,13.1
17,Josh Jacobs,GB,RB,3,CLE,16,30,1.9,0,9,5,44,0,1,0,12.4
18,Javonte Williams,DAL,RB,3,CHI,10,76,7.6,0,5,5,16,0,1,1,12.2
19,Travis Etienne Jr.,JAX,RB,3,HOU,16,56,3.5,1,2,0,0,0,0,0,11.6
20,Kareem Hunt,KC,RB,3,NYG,10,34,3.4,1,1,1,10,0,0,0,11.4
21,Rico Dowdle,CAR,RB,3,ATL,10,30,3.0,1,1,1,8,0,0,0,10.8
22,D'Andre Swift,CHI,RB,3,DAL,13,33,2.5,0,4,3,45,0,0,0,10.8
23,Jacory Croskey-Merritt,WAS,RB,3,LV,8,26,3.2,1,1,1,5,0,0,0,10.1
24,Ollie Gordon II,MIA,RB,3,BUF,9,38,4.2,1,0,0,0,0,0,0,9.8
25,Chuba Hubbard,CAR,RB,3,ATL,17,73,4.3,0,3,2,3,0,0,0,9.6
26,Kenneth Gainwell,PIT,RB,3,NE,4,16,4.0,1,1,1,10,0,0,0,9.6
27,Saquon Barkley,PHI,RB,3,LAR,18,46,2.6,0,5,4,9,0,0,0,9.5
28,Breece Hall,NYJ,RB,3,TB,9,21,2.3,0,6,4,31,0,0,0,9.2
29,Miles Sanders,DAL,RB,3,CHI,9,41,4.6,0,3,3,12,0,0,0,8.3
30,Trey Benson,ARI,RB,3,SF,10,42,4.2,0,4,3,9,0,0,0,8.1
31,Bhayshul Tuten,JAX,RB,3,HOU,6,21,3.5,1,1,0,0,0,0,0,8.1
32,TreVeyon Henderson,NE,RB,3,PIT,11,28,2.5,0,3,3,19,0,0,0,7.7
33,Kyle Juszczyk,SF,FB,3,ARI,0,0,,0,1,1,1,1,0,0,7.1
34,Nick Chubb,HOU,RB,3,JAX,9,38,4.2,0,4,3,2,0,0,0,7.0
35,James Conner,ARI,RB,3,SF,9,22,2.4,0,4,3,15,0,1,0,6.7
36,Braelon Allen,NYJ,RB,3,TB,6,30,5.0,0,2,2,17,0,0,0,6.7
37,Alvin Kamara,NO,RB,3,SEA,18,42,2.3,0,2,1,14,0,0,0,6.6
38,Ashton Jeanty,LV,RB,3,WAS,17,63,3.7,0,0,0,0,0,0,0,6.3
39,Chase Brown,CIN,RB,3,MIN,10,3,0.3,0,5,4,17,0,1,0,6.0
40,Zavier Scott,MIN,RB,3,CIN,8,30,3.8,0,1,1,20,0,1,0,6.0
41,Isiah Pacheco,KC,RB,3,NYG,10,45,4.5,0,1,1,3,0,0,0,5.8
42,Tyrone Tracy Jr.,NYG,RB,3,KC,7,29,4.1,0,3,2,7,0,0,0,5.6
43,Kendre Miller,NO,RB,3,SEA,7,27,3.9,0,2,2,9,0,0,0,5.6
44,Blake Corum,LAR,RB,3,PHI,8,53,6.6,0,0,0,0,0,0,0,5.3
45,Jerome Ford,CLE,RB,3,GB,0,0,,0,4,4,10,0,0,0,5.0
46,Rhamondre Stevenson,NE,RB,3,PIT,4,18,4.5,0,3,3,38,0,2,2,4.6
47,Woody Marks,HOU,RB,3,JAX,6,27,4.5,0,2,1,9,0,0,0,4.6
48,RJ Harvey,DEN,RB,3,LAC,2,2,1.0,0,3,3,14,0,0,0,4.6
49,George Holani,SEA,RB,3,NO,10,27,2.7,0,2,2,15,0,1,1,4.2
50,Chris Rodriguez Jr.,WAS,RB,3,LV,11,39,3.5,0,0,0,0,0,0,0,3.9
51,Zamir White,LV,RB,3,WAS,5,19,3.8,0,2,1,4,0,0,0,3.3
52,Ty Johnson,BUF,RB,3,MIA,3,13,4.3,0,2,1,8,0,0,0,3.1
53,Kyle Monangai,CHI,RB,3,DAL,6,16,2.7,0,1,1,4,0,0,0,3.0
54,Najee Harris,LAC,RB,3,DEN,6,28,4.7,0,0,0,0,0,0,0,2.8
55,Julius Chestnut,TEN,RB,3,IND,2,26,13.0,0,0,0,0,0,0,0,2.6
56,Nathan Carter,ATL,RB,3,CAR,7,46,6.6,0,0,0,0,0,2,1,2.6
57,Emanuel Wilson,GB,RB,3,CLE,6,25,4.2,0,0,0,0,0,0,0,2.5
58,Rachaad White,TB,RB,3,NYJ,5,12,2.4,0,1,1,2,0,0,0,2.4
59,Brian Robinson Jr.,SF,RB,3,ARI,2,22,11.0,0,0,0,0,0,0,0,2.2
60,Jacardia Wright,SEA,RB,3,NO,5,20,4.0,0,0,0,0,0,0,0,2.0
61,Cam Akers,MIN,RB,3,CIN,5,19,3.8,0,1,0,0,0,0,0,1.9
62,LeQuint Allen Jr.,JAX,RB,3,HOU,0,0,,0,1,1,9,0,0,0,1.9
63,Tahj Brooks,CIN,RB,3,MIN,5,17,3.4,0,0,0,0,0,0,0,1.7
64,Tyler Allgeier,ATL,RB,3,CAR,1,4,4.0,0,2,1,0,0,0,0,1.4
65,Brashard Smith,KC,RB,3,NYG,2,13,6.5,0,1,0,0,0,0,0,1.3
66,Devin Singletary,NYG,RB,3,KC,4,11,2.8,0,0,0,0,0,0,0,1.1
67,Antonio Gibson,NE,RB,3,PIT,7,28,4.0,0,0,0,0,0,1,1,0.8
68,Tyler Goodson,IND,RB,3,TEN,2,6,3.0,0,0,0,0,0,0,0,0.6
69,DJ Giddens,IND,RB,3,TEN,1,3,3.0,0,0,0,0,0,0,0,0.3
70,Dylan Sampson,CLE,RB,3,GB,1,2,2.0,0,0,0,0,0,0,0,0.2
71,Dylan Laube,LV,RB,3,WAS,3,2,0.7,0,1,0,0,0,0,0,0.2
72,Samaje Perine,CIN,RB,3,MIN,4,21,5.2,0,0,0,0,0,1,1,0.1
73,Scott Matlock,LAC,FB,3,DEN,0,0,,0,0,0,0,0,0,0,0.0
74,Velus Jones Jr.,NO,RB,3,SEA,0,0,,0,0,0,0,0,0,0,0.0
75,Brady Russell,SEA,FB,3,NO,0,0,,0,0,0,0,0,0,0,0.0
76,Robbie Ouzts,SEA,FB,3,NO,0,0,,0,0,0,0,0,0,0,0.0
77,Jarquez Hunter,LAR,RB,3,PHI,0,0,,0,0,0,0,0,0,0,0.0
78,Roschon Johnson,CHI,RB,3,DAL,0,0,,0,0,0,0,0,0,0,0.0
79,Hunter Luepke,DAL,RB,3,CHI,0,0,,0,0,0,0,0,0,0,0.0
80,Trevor Etienne,CAR,RB,3,ATL,0,0,,0,0,0,0,0,1,0,0.0
81,Jakob Johnson,HOU,FB,3,JAX,0,0,,0,0,0,0,0,0,0,0.0
